taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Ecosystem Subtype	Culture Type	Depth In Meters	Proportal Clade	Proportal Ecotype	Genome Size   * assembled	Gene Count   * assembled	
2716884738	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-D14	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884738	Pelagic			LLI	Low light adapted (LL)	959905	1060	
2716884494	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-676-M04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884494	Pelagic			HLI	High light adapted (HL)	1270658	1578	
2667527249	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-L21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527249	Pelagic			HLII	High light adapted (HL)	1409046	1708	
2626541504	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 I15 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541504	Unclassified		53			1485336	1852	
2716884478	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-M15	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884478	Pelagic			HLII	High light adapted (HL)	1169690	1367	
2716884755	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-412-C21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884755	Pelagic			HLII	High light adapted (HL)	1251759	1521	
2667527265	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-K05 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527265	Pelagic			Not Assigned	Low light adapted (LL)	1029944	1146	
2654587735	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_521A19 (unscreened)	Massachusetts Institute of Technology	2654587735	Unclassified		60			1052685	1317	
2724679692	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-858-D07	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679692	Oceanic		100			240816	263	
2716884770	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-G18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884770	Pelagic			HLII	High light adapted (HL)	1150210	1350	
2724679602	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Prochlorococcus bacterium JGI 01_M5 (contamination screened)	DOE Joint Genome Institute (JGI)	2724679602	Oceanic		25			504819	614	
2716884619	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-676-A03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884619	Pelagic			CDR2		454271	544	
2716884355	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-B08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884355	Pelagic			HLII	High light adapted (HL)	788178	962	
2893987499	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-447-E14	Woods Hole Oceanographic Institution	2893987499	Pelagic					927309	1173	
2716884489	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-673-L23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884489	Pelagic			HLI	High light adapted (HL)	990430	1202	
2716884279	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-686-J21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884279	Pelagic			HLI	High light adapted (HL)	1577724	1844	
2716884463	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-463-D18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884463	Pelagic			Not Assigned	Low light adapted (LL)	421293	517	
2626541536	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 P19 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541536	Unclassified		53			1352791	2028	
2716884655	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-D11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884655	Pelagic			HLI	High light adapted (HL)	294564	340	
2716884373	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-A08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884373	Pelagic			LLI	Low light adapted (LL)	1594446	1893	
2716884428	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-432-O20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884428	Pelagic			Not Assigned	Low light adapted (LL)	440284	563	
2716884777	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-432-A07	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884777	Pelagic			LLI	Low light adapted (LL)	740276	934	
2667527296	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-K23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527296	Pelagic			HLII	High light adapted (HL)	1239607	1522	
2507262011	Bacteria	Finished	Genome sequencing of marine Synechococcus sp.	Synechococcus sp. KORDI-49	Korea Institute of Ocean Science and Technology (KIOST)	2507262011	Marginal Sea	Isolate	20	5.1A-WPC1		2585813	2717	
2716884792	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-D04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884792	Pelagic			HLII	High light adapted (HL)	1144341	1354	
2716884761	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-412-L10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884761	Pelagic			LLIV	Low light adapted (LL)	1639124	1779	
2606217681	Bacteria	Permanent Draft	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus sp. MIT0702	Massachusetts Institute of Technology	2606217681	Epipelagic	Isolate	110	LLIV	Low light adapted (LL)	2583057	2706	
2667527325	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-K15 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527325	Pelagic			HLII	High light adapted (HL)	1165132	1398	
2716884688	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-A03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884688	Pelagic			Not Assigned	Low light adapted (LL)	670439	828	
2716884644	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-316-N21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884644	Pelagic			Not Assigned	Low light adapted (LL)	364684	386	
2818991544	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-F21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991544	Oceanic		100			1442092	1453	
2716884603	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Uncultured Synechococcus sp. AG-323-O22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884603	Pelagic			Not Assigned		429502	485	
2651870193	Bacteria	Draft	Water column microbial communities from Red Sea, Saudi Arabia	Synechococcus sp. REDSEA-S01_B1	King Abdullah University of Science and Technology	2651870193						1825195	2216	
2716884267	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-432-D11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884267	Pelagic			LLII/III	Low light adapted (LL)	981073	1101	
2716884620	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-676-C06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884620	Pelagic			5.1B-VII		2044761	2429	
2716884452	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-455-E04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884452	Pelagic			HLII	High light adapted (HL)	560841	709	
2716884639	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-I14	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884639	Pelagic			Not Assigned	Low light adapted (LL)	851120	989	
2791355174	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. MED650	CEA Genoscope, Canada's Michael Smith Genome Sciences Centre	2791355174						1803804	2121	
2716884499	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-676-P23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884499	Pelagic			HLI	High light adapted (HL)	1178708	1463	
2818991573	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-A15	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991573	Oceanic		100			1261487	1340	
2716884791	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-C18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884791	Pelagic			LLI	Low light adapted (LL)	896699	1133	
2667527371	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-K07 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527371	Pelagic			Not Assigned	Low light adapted (LL)	1737776	1867	
2716884695	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-L02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884695	Pelagic			Not Assigned	Low light adapted (LL)	415004	522	
2716884713	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-335-B08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884713	Pelagic			HLI	High light adapted (HL)	584135	696	
2893989778	Bacteria	Permanent Draft	12 new marine Synechococcus isolate genome assemblies	Synechococcus sp. UW140	University of Southern California	2893989778	Oceanic	Isolate				2704142	3048	
2818991559	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-D09	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991559	Oceanic		100			617600	646	
2716884257	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-673-D02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884257	Pelagic			5.1B-VII		2201799	2597	
2667527259	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-I05 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527259	Pelagic			LLI	Low light adapted (LL)	1824968	2217	
2716884785	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-449-D22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884785	Pelagic			HLII	High light adapted (HL)	627479	767	
2716884486	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-673-I19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884486	Pelagic			HLI	High light adapted (HL)	363745	452	
2818991487	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-P08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991487	Oceanic		100			1234590	1300	
2651870080	Bacteria	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Synechococcus Bin 27	Argonne National Laboratory	2651870080						1701602	2161	
2716884807	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-673-P17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884807	Pelagic			HLI	High light adapted (HL)	648779	753	
2818991522	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-J17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991522	Oceanic		100			1622811	1686	
2716884416	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-424-A14	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884416	Pelagic			HLII	High light adapted (HL)	1253221	1541	
2667527341	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-J21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527341	Pelagic			HLII	High light adapted (HL)	1421082	1654	
2626541527	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 N11 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541527	Unclassified		53			884928	1259	
2681812900	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT0913	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681812900	Epipelagic	Isolate	175	LLI	Low light adapted (LL)	1877877	2203	
2886910756	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-919-L20	Woods Hole Oceanographic Institution	2886910756	Pelagic					526591	691	
2843619055	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus marinus MIT1327	Massachusetts Institute of Technology	2843619055	Epipelagic	Isolate	150	LLIV	Low light adapted (LL)	2591587	2803	
2818991510	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-M20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991510	Oceanic		100			989117	1089	
2716884371	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-388-O02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884371	Pelagic			LLI	Low light adapted (LL)	1665320	2023	
2716884396	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-O23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884396	Pelagic			Not Assigned	Low light adapted (LL)	1382535	1544	
2724679773	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-858-N09	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679773	Oceanic		100			197705	191	
2716884374	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-B03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884374	Pelagic			LLI	Low light adapted (LL)	1720847	2048	
2716884659	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-J19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884659	Pelagic			HLI	High light adapted (HL)	385518	446	
2648501807	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_521C8 (unscreened)	Massachusetts Institute of Technology	2648501807	Unclassified		60			810854	1005	
2716884697	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-M16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884697	Pelagic			Not Assigned	Low light adapted (LL)	679565	778	
2716884728	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-388-A04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884728	Pelagic			HLI	High light adapted (HL)	1489502	1756	
2716884343	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-335-I21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884343	Pelagic			HLI	High light adapted (HL)	936124	1119	
2716884495	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-676-M23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884495	Pelagic			HLI	High light adapted (HL)	582872	698	
2818991567	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-B17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991567	Oceanic		100			1102965	1165	
2681813569	Bacteria	Permanent Draft	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT1227	Massachusetts Institute of Technology	2681813569	Epipelagic	Isolate	124	LLIV	Low light adapted (LL)	2530891	2760	
2626541524	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 M19 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541524	Unclassified		53			440044	744	
2716884739	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-D20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884739	Pelagic			Not Assigned	Low light adapted (LL)	897509	997	
2645727517	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_520F22 (unscreened)	Massachusetts Institute of Technology	2645727517	Unclassified		60			1273959	1500	
2667527342	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-K14 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527342	Pelagic			LLI	Low light adapted (LL)	1649700	1939	
2648501259	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_521O20 (unscreened)	Massachusetts Institute of Technology	2648501259	Unclassified		60			1473687	1784	
2716884778	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-432-E11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884778	Pelagic			LLI	Low light adapted (LL)	955702	1218	
2716884469	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-463-N15	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884469	Pelagic			Not Assigned	Low light adapted (LL)	840300	913	
2818991507	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-N06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991507	Oceanic		100			430794	496	
2667527352	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-P18 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527352	Pelagic			HLII	High light adapted (HL)	1451366	1730	
2716884266	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-D09	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884266	Pelagic			Not Assigned	Low light adapted (LL)	1218575	1438	
2887220421	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-903-B09	Woods Hole Oceanographic Institution	2887220421	Pelagic					737228	901	
2818991485	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-P16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991485	Oceanic		100			712242	786	
2667527301	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-M02 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527301	Pelagic			HLII	High light adapted (HL)	1537562	1849	
640069325	Bacteria	Finished	Prochlorococcus marinus sequencing - JCVI	Prochlorococcus marinus NATL1A	J. Craig Venter Institute	640069325	Epipelagic	Isolate	30	LLI	Low light adapted (LL)	1864731	2251	
2716884756	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-412-F02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884756	Pelagic			HLVI	High light adapted (HL)	1291860	1500	
2648501456	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_519L21 (unscreened)	Massachusetts Institute of Technology	2648501456	Unclassified		60			1334610	1605	
2818991498	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-O02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991498	Oceanic		100			834822	930	
2716884800	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-P19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884800	Pelagic			HLI	High light adapted (HL)	642712	811	
2606217317	Bacteria	Permanent Draft	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus sp. MIT0602	Massachusetts Institute of Technology	2606217317	Epipelagic	Isolate	125	LLII/III	Low light adapted (LL)	1750918	1956	
2840559756	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus marinus MIT1312	Massachusetts Institute of Technology	2840559756	Epipelagic	Isolate	150	LLIV	Low light adapted (LL)	2561499	2874	
2716884483	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-O11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884483	Pelagic			HLI	High light adapted (HL)	817477	983	
2681812899	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT0912	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681812899	Epipelagic	Isolate	175	LLI	Low light adapted (LL)	1898947	2206	
2724679758	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-858-I04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679758	Oceanic		100			487413	514	
2716884643	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-316-G21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884643	Pelagic			Not Assigned		317236	362	
2724679668	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-598-D22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679668	Oceanic		100			307044	343	
2654587734	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_519O21 (unscreened)	Massachusetts Institute of Technology	2654587734	Unclassified		60			1202371	1409	
2716884445	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-442-M23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884445	Pelagic			HLI	High light adapted (HL)	1634928	1862	
2747842482	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Synechococcus bacterium JGI 01_L22 (contamination screened)	DOE Joint Genome Institute (JGI)	2747842482	Oceanic		25			750528	880	
2716884432	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-436-C05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884432	Pelagic			HLVI	High light adapted (HL)	1136101	1350	
2551306555	Bacteria	Permanent Draft	Prochlorococcus sp. W2-W12 Sequencing	Prochlorococcus sp. W5	Massachusetts Institute of Technology	2551306555	Unclassified	Isolate				99467	204	
2716884709	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-321-K11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884709	Pelagic			HLIII	High light adapted (HL)	214142	251	
2716884404	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-J17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884404	Pelagic			HLII	High light adapted (HL)	1454284	1755	
2716884753	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-L18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884753	Pelagic			Not Assigned	Low light adapted (LL)	1775338	1931	
2716884606	Bacteria	Draft	bioGEOTRACES-SingleCells	Uncultured Synechococcus sp. AG-450-M17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884606	Pelagic			Not Assigned		790263	928	
2716884692	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-D17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884692	Pelagic			Not Assigned	Low light adapted (LL)	961065	1115	
2716884689	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-B03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884689	Pelagic			Not Assigned	Low light adapted (LL)	957139	1082	
2626541526	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 M7 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541526	Unclassified		53			1512787	2280	
2883266032	Bacteria	Permanent Draft	Synechococcus sp. BS55D genome sequencing	Synechococcus sp. BS55D	National Research Council (CNR)	2883266032	Unclassified	Isolate	750			2235215	2486	
2681813573	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT1314	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681813573	Epipelagic	Isolate	150	HLII	High light adapted (HL)	1704447	1982	
2818991516	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-K23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991516	Oceanic		100			1247789	1250	
2893982185	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-916-N22	Woods Hole Oceanographic Institution	2893982185	Pelagic					662880	839	
2878082593	Bacteria	Permanent Draft	Prochlorococcus sp. P1361, P1363, P1344, whole genome shotgun sequencing project	Prochlorococcus sp. P1344	Massachusetts Institute of Technology	2878082593	Oceanic	Isolate	150			2472965	2845	
2716884472	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-469-F22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884472	Pelagic			HLI	High light adapted (HL)	1107030	1382	
2716884405	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-J19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884405	Pelagic			HLII	High light adapted (HL)	1071668	1354	
2721756102	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Synechococcus bacterium JGI 01_K19 (contamination screened)	DOE Joint Genome Institute (JGI)	2721756102	Oceanic		25			1140941	1347	
2716884493	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-676-J23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884493	Pelagic			HLI	High light adapted (HL)	926484	1065	
2651870082	Bacteria	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Synechococcus Bin 28	Argonne National Laboratory	2651870082						1175935	1532	
